complaint_id,predicted_entity_id,match_type,account_number,ifsc,account_holder_name,name_similarity,ground_truth_entity_id
C000854,ENT_000545,EXACT,803686852877,ICIC0002468,Shreya Patil,100.0,ENT_000136
C000855,ENT_000169,EXACT,331994091775,CNRB0008899,Anika Biswas,100.0,ENT_000621
C000856,ENT_000449,EXACT,696695139934,IDIB0001122,Navya Dey,100.0,ENT_000045
C000857,ENT_000272,EXACT,458435204313,PUNB0005432,Swati Sen,100.0,ENT_000153
C000858,ENT_000152,EXACT,309720703079,SBIN0005678,Neha Kapoor,100.0,ENT_000617
C000859,ENT_000528,EXACT,785729036205,UBIN0009900,Geeta Mishra,100.0,ENT_000487
C000860,ENT_000231,EXACT,409454714700,KKBK0007890,ajay dutta,100.0,ENT_000506
C000861,ENT_000143,EXACT,294622935239,AXIS0003456,Ramesh Dutta,100.0,ENT_000690
C000862,ENT_000069,EXACT,192755074844,CNRB0006677,Reyansh Reddy,100.0,ENT_000346
C000863,ENT_000464,EXACT,718103958517,HDFC0001234,Sneha Das,100.0,ENT_000464
C000864,ENT_000421,EXACT,657928656291,ICIC0004321,Ishita Reddy,100.0,ENT_000580
C000865,ENT_000089,EXACT,218910883301,KKBK0007890,Deepak Kumar,100.0,ENT_000318
C000866,ENT_000111,EXACT,246488330909,PUNB0009876,Aarav R. Malhotra,93.33,ENT_000686
C000867,ENT_000246,EXACT,428161668610,AXIS0006543,Ishan Bose,100.0,ENT_000493
C000868,ENT_000500,EXACT,754981779142,KKBK0001928,Aditya Dubey,100.0,ENT_000428
C000869,ENT_000330,EXACT,539425475482,UBIN0005566,Deepa Ahmed,100.0,ENT_000046
C000870,ENT_000258,EXACT,446809914267,SBIN0005678,Reyansh Pandey,100.0,ENT_000070
C000871,ENT_000293,EXACT,490009660086,SBIN0009101,Gaurav Biswas,100.0,ENT_000358
C000872,ENT_000631,EXACT,903856791884,AXIS0006543,Pooja Dey,71.43,ENT_000561
C000873,ENT_000515,EXACT,772055593219,CNRB0004455,Ishan Deshmukh,100.0,ENT_000126
C000874,ENT_000073,EXACT,196831611956,BARB0002345,Nikhil Gupta,100.0,ENT_000003
C000875,ENT_000133,EXACT,275674087343,IDIB0005566,Rajesh Mishra,100.0,ENT_000501
C000876,ENT_000430,EXACT,668956468715,BARB0003579,Deepak Sen,100.0,ENT_000219
C000877,ENT_000479,EXACT,729444729179,PUNB0001357,Sanjay Yadav,100.0,ENT_000473
C000878,ENT_000634,EXACT,912678183898,KKBK0007890,Rohit Paul,100.0,ENT_000188
C000879,ENT_000287,EXACT,484270768628,AXIS0007890,Sunita Mehta,100.0,ENT_000221
C000880,ENT_000517,EXACT,773945892375,ICIC0008765,Krishna Dubey,100.0,ENT_000291
C000881,ENT_000065,EXACT,189540907419,BARB0003579,Arjun Patel,100.0,ENT_000651
C000882,ENT_000607,EXACT,877693993558,BARB0003579,Aayan Mukherjee,100.0,ENT_000050
C000883,ENT_000304,EXACT,499323100384,SBIN0009101,Kavya Gaikwad,100.0,ENT_000432
C000884,ENT_000195,EXACT,354645447539,IDIB0005566,Ramesh Mishra,100.0,ENT_000604
C000885,ENT_000329,EXACT,538280978812,SBIN0005678,Preeti Yadav,100.0,ENT_000509
C000886,ENT_000633,EXACT,910664407007,KKBK0001928,Sara Patil,100.0,ENT_000146
C000887,ENT_000223,EXACT,397295152191,AXIS0007890,Ashok Verma,100.0,ENT_000147
C000888,ENT_000226,EXACT,402514631089,AXIS0007890,Vikram Kulkarni,100.0,ENT_000683
C000889,ENT_000034,EXACT,154785667210,CNRB0004455,Advaith Reddy,83.87,ENT_000029
C000890,ENT_000262,EXACT,448348407515,ICIC0008765,Sanjay Joshi,100.0,ENT_000498
C000891,ENT_000041,EXACT,165965001880,AXIS0003456,Rohit Banerjee,100.0,ENT_000302
C000892,ENT_000267,EXACT,454716422315,SBIN0001234,Aadhya Das,100.0,ENT_000311
C000893,ENT_000414,EXACT,654412972034,BARB0003579,Aadhya Gupta,100.0,ENT_000384
C000894,ENT_000636,EXACT,916531906281,SBIN0009101,Ajay Ahmed,100.0,ENT_000313
C000895,ENT_000694,EXACT,992962570107,BARB0002345,Anika Mehta,100.0,ENT_000381
C000896,ENT_000434,EXACT,675939282671,HDFC0005678,Banerjee Riya,100.0,ENT_000647
C000897,ENT_000212,EXACT,374661490981,ICIC0004321,Aditya Choudhury,100.0,ENT_000157
C000898,ENT_000155,EXACT,312532935220,ICIC0008765,Rohit Yadav,100.0,ENT_000536
C000899,ENT_000630,EXACT,903526763113,KKBK0007890,Krishna Gaikwad,100.0,ENT_000042
C000900,ENT_000639,EXACT,918566393823,UBIN0009900,Ananya Khan,100.0,ENT_000297
C000901,ENT_000322,EXACT,533885200293,ICIC0002468,Aarav Biswas,100.0,ENT_000586
C000902,ENT_000396,EXACT,625619734196,SBIN0001234,A. Roy,100.0,ENT_000144
C000903,ENT_000200,EXACT,360924151492,UBIN0005566,Suresh Mukherjee,100.0,ENT_000124
C000904,ENT_000052,EXACT,174866852259,UBIN0005566,Sunita Choudhury,100.0,ENT_000113
C000905,ENT_000278,EXACT,467863780045,IDIB0003344,Ritvik Rao,90.91,ENT_000419
C000906,ENT_000651,EXACT,933785291760,PUNB0001357,Tanvi Yadav,100.0,ENT_000497
C000907,ENT_000152,EXACT,309720703079,SBIN0005678,Neha Kapoor,100.0,ENT_000617
C000908,ENT_000683,EXACT,973910680258,CNRB0006677,Saanvi Saxena,100.0,ENT_000122
C000909,ENT_000589,EXACT,859707157168,CNRB0006677,ananya gaikwad,100.0,ENT_000092
C000910,ENT_000495,EXACT,743158526982,AXIS0007890,S Bhatia,66.67,ENT_000027
C000911,ENT_000616,EXACT,889191331391,HDFC0001234,Diya Roy,80.0,ENT_000161
C000912,ENT_000580,EXACT,850001111711,BARB0006789,Aryan Rao,100.0,ENT_000512
C000913,ENT_000091,EXACT,221720126831,PUNB0009876,Pankaj Nair,100.0,ENT_000034
C000914,ENT_000521,EXACT,775610487239,KKBK0001928,Atharv Shinde,100.0,ENT_000485
C000915,ENT_000141,EXACT,290920069592,CNRB0006677,Deepak Patel,100.0,ENT_000467
C000916,ENT_000221,EXACT,395585753511,BARB0002345,Sai Menon,100.0,ENT_000218
C000917,ENT_000688,EXACT,981276450865,IDIB0001122,Sweta Chatterjee,100.0,ENT_000619
C000918,ENT_000363,EXACT,587228760932,UBIN0005566,Myra Shinde,100.0,ENT_000121
C000919,ENT_000236,EXACT,413713286789,UBIN0007788,Shaurya Agarwal,100.0,ENT_000542
C000920,ENT_000432,EXACT,674066241127,ICIC0008765,Kunal Roy,100.0,ENT_000606
C000921,ENT_000621,EXACT,892975625286,BARB0006789,Swati Reddy,100.0,ENT_000526
C000922,ENT_000243,EXACT,426029368922,PUNB0005432,Alok Menon,100.0,ENT_000280
C000923,ENT_000622,EXACT,893774408754,CNRB0006677,Varun Ali,100.0,ENT_000133
C000924,ENT_000609,EXACT,878881260835,SBIN0009101,Roshni Gaikwad,100.0,ENT_000469
C000925,ENT_000362,EXACT,586655303096,PUNB0001357,Dr. Neha Shah,85.71,ENT_000674
C000926,ENT_000651,EXACT,933785291760,PUNB0001357,Tanvi Yadav,100.0,ENT_000497
C000927,ENT_000377,EXACT,598737437558,HDFC0005678,Sanjay Saxena,100.0,ENT_000131
C000928,ENT_000264,EXACT,450525458521,HDFC0004321,Gaurav Choudhury,100.0,ENT_000518
C000929,ENT_000280,EXACT,471037316428,UBIN0005566,Siddharth Paul,100.0,ENT_000148
C000930,ENT_000306,EXACT,506568138339,SBIN0009101,Varun Tripathi,100.0,ENT_000167
C000931,ENT_000391,EXACT,619349682898,CNRB0004455,Aayan Dey,100.0,ENT_000531
C000932,ENT_000530,EXACT,786309570762,AXIS0006543,Krishna Joshi,100.0,ENT_000427
C000933,ENT_000036,EXACT,157616543512,AXIS0003456,Varun Bhatia,100.0,ENT_000416
C000934,ENT_000257,EXACT,446694606719,ICIC0004321,Diya Patil,100.0,ENT_000502
C000935,ENT_000492,EXACT,740170695850,KKBK0007890,Saanvi Pawar,100.0,ENT_000525
C000936,ENT_000269,EXACT,456826178928,UBIN0005566,Amit Roy,100.0,ENT_000451
C000937,ENT_000031,EXACT,149263855056,BARB0003579,Manish Bhatia,100.0,ENT_000434
C000938,ENT_000314,EXACT,518352484747,AXIS0003456,Roshni Kulkarni,100.0,ENT_000652
C000939,ENT_000416,EXACT,655710136742,AXIS0006543,Roshni Sen,100.0,ENT_000511
C000940,ENT_000560,EXACT,829326155336,AXIS0007890,Aditya Ghosh,100.0,ENT_000599
C000941,ENT_000250,EXACT,434343034522,ICIC0004321,Manish Kulkarni,100.0,ENT_000271
C000942,ENT_000222,EXACT,396703133413,AXIS0006543,Nikhil Patil,100.0,ENT_000348
C000943,ENT_000199,EXACT,360788634696,AXIS0006543,Rahul Biswas,100.0,ENT_000405
C000944,ENT_000273,EXACT,459422681391,IDIB0005566,aayan mukherjee,100.0,ENT_000021
C000945,ENT_000429,EXACT,667528742820,ICIC0004321,Sweta Mehta,100.0,ENT_000532
C000946,ENT_000183,EXACT,343157964776,ICIC0008765,Kabir Kulkarni,100.0,ENT_000573
C000947,ENT_000177,EXACT,338541452006,IDIB0001122,Aayan Rao,100.0,ENT_000603
C000948,ENT_000068,EXACT,191418649552,IDIB0001122,Diya Sen,100.0,ENT_000413
C000949,ENT_000288,EXACT,484312829345,KKBK0001928,Rohit Dutta,100.0,ENT_000539
C000950,ENT_000474,EXACT,722478488545,ICIC0004321,Meera Menon,100.0,ENT_000694
C000951,ENT_000419,EXACT,656602334572,AXIS0003456,Sanjay Pandey,100.0,ENT_000379
C000952,ENT_000305,EXACT,504776119396,PUNB0009876,Diya Ahmed,100.0,ENT_000080
C000953,ENT_000575,EXACT,845638847947,IDIB0003344,Deepak Gupta,100.0,ENT_000457
C000954,ENT_000357,EXACT,579255341440,BARB0003579,Ashok Patel,100.0,ENT_000220
C000955,ENT_000020,EXACT,133774683071,SBIN0009101,Sai Tripathi,100.0,ENT_000488
C000956,ENT_000370,EXACT,591979363867,CNRB0006677,Diya Biswas,100.0,ENT_000134
C000957,ENT_000643,EXACT,921315799665,SBIN0009101,pankaj shah,100.0,ENT_000258
C000958,ENT_000137,EXACT,287410804707,KKBK0001928,P Nair,75.0,ENT_000019
C000959,ENT_000400,EXACT,634321479802,KKBK0007890,Myra Malhotra,100.0,ENT_000064
C000960,ENT_000297,EXACT,494702875840,ICIC0004321,Priya Saxena,100.0,ENT_000095
C000961,ENT_000094,EXACT,225689924079,CNRB0006677,Pranav Biswas,83.87,ENT_000084
C000962,ENT_000005,EXACT,106937867936,CNRB0006677,Shaurya Verma,100.0,ENT_000422
C000963,ENT_000245,EXACT,427385361962,CNRB0004455,Ritvik Deshmukh,100.0,ENT_000612
C000964,ENT_000203,EXACT,363473920508,UBIN0009900,Pranav Pandey,100.0,ENT_000436
C000965,ENT_000277,EXACT,465087448782,IDIB0001122,Dhruv Dubey,100.0,ENT_000089
C000966,ENT_000112,EXACT,247869765890,CNRB0004455,Sanjay Menon,100.0,ENT_000151
C000967,ENT_000675,EXACT,963972176017,UBIN0007788,Pranav Kapoor,100.0,ENT_000101
C000968,ENT_000159,EXACT,321153020865,HDFC0001234,Kabir Kumar,100.0,ENT_000466
C000969,ENT_000130,EXACT,270091008492,IDIB0001122,Ishan Menon,100.0,ENT_000370
C000970,ENT_000466,EXACT,718510071124,CNRB0004455,Reyansh Tiwari,100.0,ENT_000274
C000971,ENT_000472,EXACT,721715610769,IDIB0001122,Anil Srivastava,100.0,ENT_000372
C000972,ENT_000693,EXACT,989699029003,BARB0002345,Vikram Patel,100.0,ENT_000198
C000973,ENT_000192,EXACT,352644409339,ICIC0008765,Sunil Agarwal,81.82,ENT_000597
C000974,ENT_000256,EXACT,445491629910,AXIS0007890,Ananya Khan,100.0,ENT_000529
C000975,ENT_000462,EXACT,713516207200,PUNB0001357,Advaith Sen,100.0,ENT_000336
C000976,ENT_000488,EXACT,736422102747,ICIC0002468,Arjun Shah,100.0,ENT_000108
C000977,ENT_000326,EXACT,536766840508,BARB0003579,Shaurya Jain,100.0,ENT_000254
C000978,ENT_000046,EXACT,168300472052,HDFC0004321,Swati Sharma,100.0,ENT_000065
C000979,ENT_000561,EXACT,830136378095,KKBK0007890,Kavya Kapoor,100.0,ENT_000533
C000980,ENT_000234,EXACT,413180153817,AXIS0003456,Kunal Jain,100.0,ENT_000387
C000981,ENT_000308,EXACT,509615173560,AXIS0006543,Ishan R Mishra,92.31,ENT_000460
C000982,ENT_000396,EXACT,625619734196,SBIN0001234,Anita Roy,71.43,ENT_000144
C000983,ENT_000508,EXACT,762802209928,UBIN0007788,Navya Kulkarni,100.0,ENT_000689
C000984,ENT_000489,EXACT,736591038802,SBIN0009101,Sai Ali,100.0,ENT_000587
C000985,ENT_000400,EXACT,634321479802,KKBK0007890,Myra Malhotra,100.0,ENT_000064
C000986,ENT_000435,EXACT,675953876146,CNRB0008899,Sunil Sharma,100.0,ENT_000251
C000987,ENT_000530,EXACT,786309570762,AXIS0006543,Krishna Joshi,100.0,ENT_000427
C000988,ENT_000226,EXACT,402514631089,AXIS0007890,Vikram Kulkarni,100.0,ENT_000683
C000989,ENT_000389,EXACT,610344572728,CNRB0008899,Vikram Tripathi,100.0,ENT_000292
C000990,ENT_000178,EXACT,338741697466,IDIB0005566,Ira Jain,100.0,ENT_000307
C000991,ENT_000353,EXACT,576923056688,SBIN0001234,Sunil Kumar,100.0,ENT_000359
C000992,ENT_000666,EXACT,947295030873,IDIB0003344,Alok Jain,100.0,ENT_000240
C000993,ENT_000594,EXACT,865873132760,AXIS0007890,Kunal Reddy,100.0,ENT_000610
C000994,ENT_000602,EXACT,871677274007,IDIB0005566,Kavya Patel,100.0,ENT_000395
C000995,ENT_000565,EXACT,834657443459,CNRB0006677,Kavya Mukherjee,100.0,ENT_000547
C000996,ENT_000407,EXACT,642318677697,HDFC0005678,Krishna Nair,100.0,ENT_000682
C000997,ENT_000016,EXACT,119275187833,SBIN0001234,Ishita Yadav,100.0,ENT_000643
C000998,ENT_000637,EXACT,916557269948,KKBK0001928,Pari B Banerjee,92.86,ENT_000187
C000999,ENT_000157,EXACT,318212526070,HDFC0005678,Shri Vihaan Gupta,82.76,ENT_000125
C001000,ENT_000452,EXACT,698513567016,PUNB0005432,Aadhya Srivastava,100.0,ENT_000438
