subgraph_id,seed_account,contains_laundering,num_nodes,num_edges,in_degree_seed,out_degree_seed,fan_out_ratio,density,average_degree,num_terminal_sinks,total_transaction_value,max_transaction_value,velocity_tph,velocity_vph,graphml_path
IBM_NEG_0252,B1522_800E6E9C0,0,20,62,4,6,1.5,0.1632,6.2,3,15564646.2,4528941.86,0.8611,216175.64,data\ibm_graphs\IBM_NEG_0252.graphml
IBM_NEG_0253,B13327_801796520,0,1,4,4,4,1.0,0.0,8.0,0,3750.66,1862.09,0.0556,52.09,data\ibm_graphs\IBM_NEG_0253.graphml
IBM_NEG_0254,B26624_806382120,0,1,2,2,2,1.0,0.0,4.0,0,29958.36,14979.18,0.0278,416.09,data\ibm_graphs\IBM_NEG_0254.graphml
IBM_NEG_0255,B36557_8035BA610,1,1069,2207,0,2,2.0,0.0019,4.1291,1054,3550613402.47,679797968.71,30.6528,49314075.03,data\ibm_graphs\IBM_NEG_0255.graphml
IBM_NEG_0256,B120292_808799E90,0,27,103,14,2,0.1429,0.1467,7.6296,11,16247163.6,7241306.95,1.4306,225655.05,data\ibm_graphs\IBM_NEG_0256.graphml
IBM_NEG_0257,B153502_8147A1A51,0,2,8,6,4,0.6667,4.0,8.0,0,38.52,14.75,0.1111,0.54,data\ibm_graphs\IBM_NEG_0257.graphml
IBM_NEG_0258,B14549_80B3FA830,1,9614,20069,12,10,0.8333,0.0002,4.175,9592,12658407597.39,1615849280.83,278.7361,175811216.63,data\ibm_graphs\IBM_NEG_0258.graphml
IBM_NEG_0259,B113685_80F2A6320,0,1,2,2,2,1.0,0.0,4.0,0,122774.54,61387.27,0.0278,1705.2,data\ibm_graphs\IBM_NEG_0259.graphml
IBM_NEG_0260,B120292_808AC4660,0,5,20,4,2,0.5,1.0,8.0,2,49018.39,18033.22,0.2778,680.81,data\ibm_graphs\IBM_NEG_0260.graphml
IBM_NEG_0261,B15_804240B20,0,1,4,4,4,1.0,0.0,8.0,0,1092786.64,544085.85,0.0556,15177.59,data\ibm_graphs\IBM_NEG_0261.graphml
IBM_NEG_0262,B3514_802004260,0,1,2,2,2,1.0,0.0,4.0,0,20.98,10.49,0.0278,0.29,data\ibm_graphs\IBM_NEG_0262.graphml
IBM_NEG_0263,B323442_80E4B56C0,0,2,4,0,2,2.0,2.0,4.0,0,1063.6,516.5,0.0556,14.77,data\ibm_graphs\IBM_NEG_0263.graphml
IBM_NEG_0264,B21_80449CCB0,0,15,44,10,4,0.4,0.2095,5.8667,7,69005990.2,17204477.0,0.6111,958416.53,data\ibm_graphs\IBM_NEG_0264.graphml
IBM_NEG_0265,B325067_8091D7120,0,1,2,2,2,1.0,0.0,4.0,0,16397.3,8198.65,0.0278,227.74,data\ibm_graphs\IBM_NEG_0265.graphml
IBM_NEG_0266,B315246_8058CC570,0,4,8,0,2,2.0,0.6667,4.0,1,89924.89,40236.37,0.1111,1248.96,data\ibm_graphs\IBM_NEG_0266.graphml
IBM_NEG_0267,B31152_801650C60,0,1,2,2,2,1.0,0.0,4.0,0,41898.0,20949.0,0.0278,581.92,data\ibm_graphs\IBM_NEG_0267.graphml
IBM_NEG_0268,B53744_813D2E3C1,0,7,29,8,8,1.0,0.6905,8.2857,2,85.37,36.13,0.4028,1.19,data\ibm_graphs\IBM_NEG_0268.graphml
IBM_NEG_0269,B17174_80B9D2850,1,5846,12000,6,2,0.3333,0.0004,4.1054,5835,7277609273.45,825807854.75,166.6667,101077906.58,data\ibm_graphs\IBM_NEG_0269.graphml
IBM_NEG_0270,B220_80D36EF20,0,79,314,2,4,2.0,0.051,7.9494,2,73928440.78,34681972.92,4.3611,1026783.9,data\ibm_graphs\IBM_NEG_0270.graphml
IBM_NEG_0271,B2385_802448320,0,9,28,6,2,0.3333,0.3889,6.2222,2,3129576.89,1233407.85,0.3889,43466.35,data\ibm_graphs\IBM_NEG_0271.graphml
IBM_NEG_0272,B9_807139E40,1,797,1650,2,4,2.0,0.0026,4.1405,776,24352593672.48,4028473479.26,22.9167,338230467.67,data\ibm_graphs\IBM_NEG_0272.graphml
IBM_NEG_0273,B12719_801A0CC10,0,1,4,4,4,1.0,0.0,8.0,0,144.7,67.67,0.0556,2.01,data\ibm_graphs\IBM_NEG_0273.graphml
IBM_NEG_0274,B10_80655E120,0,6,26,0,10,10.0,0.8667,8.6667,1,797067749.8,395067952.97,0.3611,11070385.41,data\ibm_graphs\IBM_NEG_0274.graphml
IBM_NEG_0275,B28183_811636980,0,71,265,4,6,1.5,0.0533,7.4648,4,28238930.74,12765251.78,3.6806,392207.37,data\ibm_graphs\IBM_NEG_0275.graphml
IBM_NEG_0276,B3051_8070CD280,0,12,50,4,12,3.0,0.3788,8.3333,3,107348425.09,77772932.24,0.6944,1490950.35,data\ibm_graphs\IBM_NEG_0276.graphml
IBM_NEG_0277,B18549_8045D5110,0,1,2,2,2,1.0,0.0,4.0,0,1016.9,508.45,0.0278,14.12,data\ibm_graphs\IBM_NEG_0277.graphml
IBM_NEG_0278,B122352_811A915D0,0,1,2,2,2,1.0,0.0,4.0,0,35.06,17.53,0.0278,0.49,data\ibm_graphs\IBM_NEG_0278.graphml
IBM_NEG_0279,B54879_814621991,0,1,4,4,4,1.0,0.0,8.0,0,0.43,0.21,0.0556,0.01,data\ibm_graphs\IBM_NEG_0279.graphml
IBM_NEG_0280,B221765_8082A7500,0,22,67,4,4,1.0,0.145,6.0909,9,28612496.5,24662202.0,0.9306,397395.78,data\ibm_graphs\IBM_NEG_0280.graphml
IBM_NEG_0281,B39556_80FA8B690,0,1,2,2,2,1.0,0.0,4.0,0,5220.4,2610.2,0.0278,72.51,data\ibm_graphs\IBM_NEG_0281.graphml
IBM_NEG_0282,B16163_80DED2150,0,11,53,6,4,0.6667,0.4818,9.6364,6,112755190.14,42669188.78,0.7361,1566044.31,data\ibm_graphs\IBM_NEG_0282.graphml
IBM_NEG_0283,B3445_801B403D0,0,1,2,2,2,1.0,0.0,4.0,0,45958.96,22979.48,0.0278,638.32,data\ibm_graphs\IBM_NEG_0283.graphml
IBM_NEG_0284,B1547_802D21870,0,19,80,8,4,0.5,0.2339,8.4211,8,14576078.76,4411008.43,1.1111,202445.54,data\ibm_graphs\IBM_NEG_0284.graphml
IBM_NEG_0285,B14_80FD275C0,0,6,32,2,8,4.0,1.0667,10.6667,0,5688475.6,1597568.4,0.4444,79006.61,data\ibm_graphs\IBM_NEG_0285.graphml
IBM_NEG_0286,B10_80AE753B0,0,1,4,4,4,1.0,0.0,8.0,0,8033361.7,4016657.59,0.0556,111574.47,data\ibm_graphs\IBM_NEG_0286.graphml
IBM_NEG_0287,B212818_804B316C0,0,1,2,2,2,1.0,0.0,4.0,0,105279.44,52639.72,0.0278,1462.21,data\ibm_graphs\IBM_NEG_0287.graphml
IBM_NEG_0288,B121_811BE5240,1,495,1037,10,2,0.2,0.0042,4.1899,480,938327577.86,516342138.42,14.4028,13032327.47,data\ibm_graphs\IBM_NEG_0288.graphml
IBM_NEG_0289,B3045_8012F9640,0,2,8,4,8,2.0,4.0,8.0,1,13483.92,3462.74,0.1111,187.28,data\ibm_graphs\IBM_NEG_0289.graphml
IBM_NEG_0290,B8539_80D354ED0,0,1,2,2,2,1.0,0.0,4.0,0,129.68,64.84,0.0278,1.8,data\ibm_graphs\IBM_NEG_0290.graphml
IBM_NEG_0291,B26624_807244130,0,2,6,6,4,0.6667,3.0,6.0,0,17347.24,7354.92,0.0833,240.93,data\ibm_graphs\IBM_NEG_0291.graphml
IBM_NEG_0292,B134263_80CB6B880,0,7,28,2,2,1.0,0.6667,8.0,1,22136006.32,5411933.18,0.3889,307444.53,data\ibm_graphs\IBM_NEG_0292.graphml
IBM_NEG_0293,B131086_80C657A00,0,4,20,8,2,0.25,1.6667,10.0,0,12346341.88,3536074.69,0.2778,171476.97,data\ibm_graphs\IBM_NEG_0293.graphml
IBM_NEG_0294,B9328_80E802F40,0,19,68,10,2,0.2,0.1988,7.1579,7,60379232.25,22349601.75,0.9444,838600.45,data\ibm_graphs\IBM_NEG_0294.graphml
IBM_NEG_0295,B245668_811805760,0,22,74,6,2,0.3333,0.1602,6.7273,9,9995074.8,2655498.08,1.0278,138820.48,data\ibm_graphs\IBM_NEG_0295.graphml
IBM_NEG_0296,B154887_8146115E1,0,1,2,2,2,1.0,0.0,4.0,0,0.0,0.0,0.0278,0.0,data\ibm_graphs\IBM_NEG_0296.graphml
IBM_NEG_0297,B343650_811844270,0,2,2,0,2,2.0,1.0,2.0,1,6851.4,3425.7,0.0278,95.16,data\ibm_graphs\IBM_NEG_0297.graphml
IBM_NEG_0298,B240229_80FD13E50,0,1,2,2,2,1.0,0.0,4.0,0,8863.36,4431.68,0.0278,123.1,data\ibm_graphs\IBM_NEG_0298.graphml
IBM_NEG_0299,B329062_80A940A20,0,1,2,2,2,1.0,0.0,4.0,0,36142.16,18071.08,0.0278,501.97,data\ibm_graphs\IBM_NEG_0299.graphml
IBM_NEG_0300,B124_813426D81,0,9,50,4,10,2.5,0.6944,11.1111,3,354.0,118.61,0.6944,4.92,data\ibm_graphs\IBM_NEG_0300.graphml
IBM_NEG_0301,B213580_8133F3930,0,9,33,10,2,0.2,0.4583,7.3333,1,4124685.66,1468912.61,0.4583,57287.3,data\ibm_graphs\IBM_NEG_0301.graphml
IBM_NEG_0302,B154477_814564171,1,1541,6673,6,2,0.3333,0.0028,8.6606,550,152619.17,16096.79,92.6806,2119.71,data\ibm_graphs\IBM_NEG_0302.graphml
IBM_NEG_0303,B2991_808611BC0,0,1,2,2,2,1.0,0.0,4.0,0,818863.34,409431.67,0.0278,11373.1,data\ibm_graphs\IBM_NEG_0303.graphml
IBM_NEG_0304,B113865_80E7A0880,0,1,2,2,2,1.0,0.0,4.0,0,20.72,10.36,0.0278,0.29,data\ibm_graphs\IBM_NEG_0304.graphml
IBM_NEG_0305,B10404_80BCDD0D0,0,1,2,2,2,1.0,0.0,4.0,0,3982.6,1991.3,0.0278,55.31,data\ibm_graphs\IBM_NEG_0305.graphml
IBM_NEG_0306,B26_80829E920,0,32,126,14,6,0.4286,0.127,7.875,14,440454758.61,91026008.87,1.75,6117427.2,data\ibm_graphs\IBM_NEG_0306.graphml
IBM_NEG_0307,B323445_8088CF980,0,1,2,2,2,1.0,0.0,4.0,0,45343.56,22671.78,0.0278,629.77,data\ibm_graphs\IBM_NEG_0307.graphml
IBM_NEG_0308,B15625_809BF2240,0,12,48,10,4,0.4,0.3636,8.0,5,1657014.59,396978.0,0.6667,23014.09,data\ibm_graphs\IBM_NEG_0308.graphml
IBM_NEG_0309,B13345_80B9DC120,0,9,37,6,8,1.3333,0.5139,8.2222,2,794178.15,104183.04,0.5139,11030.25,data\ibm_graphs\IBM_NEG_0309.graphml
IBM_NEG_0310,B5627_803915880,0,13,67,6,18,3.0,0.4295,10.3077,2,1670051421.68,785796775.0,0.9306,23195158.63,data\ibm_graphs\IBM_NEG_0310.graphml
IBM_NEG_0311,B45279_810CE8A10,0,4,14,10,4,0.4,1.1667,7.0,0,7580241.52,3523558.23,0.1944,105281.13,data\ibm_graphs\IBM_NEG_0311.graphml
IBM_NEG_0312,B132722_810499260,0,1,2,2,2,1.0,0.0,4.0,0,116985.28,58492.64,0.0278,1624.8,data\ibm_graphs\IBM_NEG_0312.graphml
IBM_NEG_0313,B17321_803BA0390,0,14,45,6,2,0.3333,0.2473,6.4286,7,753619.9,245385.0,0.625,10466.94,data\ibm_graphs\IBM_NEG_0313.graphml
IBM_NEG_0314,B210997_80C3DD910,0,11,31,10,4,0.4,0.2818,5.6364,1,6734974532.59,4504399824.42,0.4306,93541312.95,data\ibm_graphs\IBM_NEG_0314.graphml
IBM_NEG_0315,B19818_80A474360,0,1,4,4,4,1.0,0.0,8.0,0,553.28,149.7,0.0556,7.68,data\ibm_graphs\IBM_NEG_0315.graphml
IBM_NEG_0316,B10581_80462FD00,0,1,2,2,2,1.0,0.0,4.0,0,74605.28,37302.64,0.0278,1036.18,data\ibm_graphs\IBM_NEG_0316.graphml
IBM_NEG_0317,B16_804AC9C60,0,2,12,4,8,2.0,6.0,12.0,0,2779126.12,844310.87,0.1667,38598.97,data\ibm_graphs\IBM_NEG_0317.graphml
IBM_NEG_0318,B341931_80FA599F0,0,1,2,2,2,1.0,0.0,4.0,0,1195.04,597.52,0.0278,16.6,data\ibm_graphs\IBM_NEG_0318.graphml
IBM_NEG_0319,B513_8069F03A0,0,6,26,10,14,1.4,0.8667,8.6667,0,25559584.1,2728014.45,0.3611,354994.22,data\ibm_graphs\IBM_NEG_0319.graphml
IBM_NEG_0320,B15_80A73A1C0,0,1,2,2,2,1.0,0.0,4.0,0,63.04,31.52,0.0278,0.88,data\ibm_graphs\IBM_NEG_0320.graphml
IBM_NEG_0321,B11157_80D15BF80,1,9609,20030,6,10,1.6667,0.0002,4.169,9593,12660214323.09,1615849280.83,278.1944,175836310.04,data\ibm_graphs\IBM_NEG_0321.graphml
IBM_NEG_0322,B6075_80D2F4810,0,1,2,2,2,1.0,0.0,4.0,0,34096.44,17048.22,0.0278,473.56,data\ibm_graphs\IBM_NEG_0322.graphml
IBM_NEG_0323,B4242_812CCFA70,0,1,2,2,2,1.0,0.0,4.0,0,32.54,16.27,0.0278,0.45,data\ibm_graphs\IBM_NEG_0323.graphml
IBM_NEG_0324,B130864_813EF0CD0,0,18,48,8,2,0.25,0.1569,5.3333,7,22549264.34,10827856.0,0.6667,313184.23,data\ibm_graphs\IBM_NEG_0324.graphml
IBM_NEG_0325,B244723_81262EE10,0,12,47,4,6,1.5,0.3561,7.8333,0,3636399.51,1180749.68,0.6528,50505.55,data\ibm_graphs\IBM_NEG_0325.graphml
IBM_NEG_0326,B32564_80C9278E0,0,1,2,2,2,1.0,0.0,4.0,0,263076.22,131538.11,0.0278,3653.84,data\ibm_graphs\IBM_NEG_0326.graphml
IBM_NEG_0327,B45279_8113BA230,0,11,30,4,2,0.5,0.2727,5.4545,5,37088027.81,10983033.87,0.4167,515111.5,data\ibm_graphs\IBM_NEG_0327.graphml
IBM_NEG_0328,B10_80634CB30,0,10,41,8,10,1.25,0.4556,8.2,3,403954332.07,124939978.91,0.5694,5610476.83,data\ibm_graphs\IBM_NEG_0328.graphml
IBM_NEG_0329,B212_8076AF7F0,0,8,29,4,6,1.5,0.5179,7.25,3,9429967.5,4065805.65,0.4028,130971.77,data\ibm_graphs\IBM_NEG_0329.graphml
IBM_NEG_0330,B908_810F9A380,0,1,2,2,2,1.0,0.0,4.0,0,4520.06,2260.03,0.0278,62.78,data\ibm_graphs\IBM_NEG_0330.graphml
IBM_NEG_0331,B12004_802AF8130,0,1,2,2,2,1.0,0.0,4.0,0,12.24,6.12,0.0278,0.17,data\ibm_graphs\IBM_NEG_0331.graphml
IBM_NEG_0332,B18097_8048A5EE0,0,3,6,6,2,0.3333,1.0,4.0,0,125634.04,62816.98,0.0833,1744.92,data\ibm_graphs\IBM_NEG_0332.graphml
IBM_NEG_0333,B113304_8059C14F0,0,17,69,8,8,1.0,0.2537,8.1176,5,450010157.09,112705237.84,0.9583,6250141.07,data\ibm_graphs\IBM_NEG_0333.graphml
IBM_NEG_0334,B23538_808BC4430,0,8,31,10,4,0.4,0.5536,7.75,3,5722689.56,1307417.27,0.4306,79481.8,data\ibm_graphs\IBM_NEG_0334.graphml
IBM_NEG_0335,B5464_80AF4C440,0,1,4,4,4,1.0,0.0,8.0,0,34540.52,17254.03,0.0556,479.73,data\ibm_graphs\IBM_NEG_0335.graphml
IBM_NEG_0336,B48309_811DF6C50,0,8,34,2,14,7.0,0.6071,8.5,3,13644283.26,4297731.0,0.4722,189503.93,data\ibm_graphs\IBM_NEG_0336.graphml
IBM_NEG_0337,B37782_8072E9EF0,0,1,2,2,2,1.0,0.0,4.0,0,82691.36,41345.68,0.0278,1148.49,data\ibm_graphs\IBM_NEG_0337.graphml
IBM_NEG_0338,B43818_810616A50,1,1005,2164,8,10,1.25,0.0021,4.3065,977,2853559131.59,1662786175.66,30.0556,39632765.72,data\ibm_graphs\IBM_NEG_0338.graphml
IBM_NEG_0339,B21575_80192BD10,0,4,26,6,6,1.0,2.1667,13.0,0,283989.02,135349.39,0.3611,3944.29,data\ibm_graphs\IBM_NEG_0339.graphml
IBM_NEG_0340,B153706_813DA9E11,1,763,1575,6,6,1.0,0.0027,4.1284,756,41189.4,13094.65,21.875,572.07,data\ibm_graphs\IBM_NEG_0340.graphml
IBM_NEG_0341,B10060_803AFD1E0,0,8,32,0,8,8.0,0.5714,8.0,2,107153746.53,27103097.3,0.4444,1488246.48,data\ibm_graphs\IBM_NEG_0341.graphml
IBM_NEG_0342,B116_80EB2B490,0,1,4,4,4,1.0,0.0,8.0,0,17756.54,8857.86,0.0556,246.62,data\ibm_graphs\IBM_NEG_0342.graphml
IBM_NEG_0343,B8595_80E355BA0,0,12,41,2,10,5.0,0.3106,6.8333,3,838916.96,165640.66,0.5694,11651.62,data\ibm_graphs\IBM_NEG_0343.graphml
IBM_NEG_0344,B44866_8114F0060,0,1,4,4,4,1.0,0.0,8.0,0,8648.34,4288.92,0.0556,120.12,data\ibm_graphs\IBM_NEG_0344.graphml
IBM_NEG_0345,B23833_802438510,0,1,2,2,2,1.0,0.0,4.0,0,6.4,3.2,0.0278,0.09,data\ibm_graphs\IBM_NEG_0345.graphml
IBM_NEG_0346,B34692_814858DB0,0,1,2,2,2,1.0,0.0,4.0,0,182268.94,91134.47,0.0278,2531.51,data\ibm_graphs\IBM_NEG_0346.graphml
IBM_NEG_0347,B126107_809D81970,0,13,39,2,2,1.0,0.25,6.0,2,1059786.76,142240.0,0.5417,14719.26,data\ibm_graphs\IBM_NEG_0347.graphml
IBM_NEG_0348,B150363_8138C5140,0,1,4,4,4,1.0,0.0,8.0,0,5822.38,2890.39,0.0556,80.87,data\ibm_graphs\IBM_NEG_0348.graphml
IBM_NEG_0349,B36721_80632ABE0,0,1,2,2,2,1.0,0.0,4.0,0,2765.1,1382.55,0.0278,38.4,data\ibm_graphs\IBM_NEG_0349.graphml
IBM_NEG_0350,B18617_80C1411E0,0,37,120,12,6,0.5,0.0901,6.4865,19,17074098.79,1455865.19,1.6667,237140.26,data\ibm_graphs\IBM_NEG_0350.graphml
IBM_NEG_0351,B111491_80D54E120,0,11,43,10,18,1.8,0.3909,7.8182,6,19474840.54,2832667.85,0.5972,270483.9,data\ibm_graphs\IBM_NEG_0351.graphml
IBM_NEG_0352,B240229_80EDFA7B0,0,1,2,2,2,1.0,0.0,4.0,0,58.38,29.19,0.0278,0.81,data\ibm_graphs\IBM_NEG_0352.graphml
IBM_NEG_0353,B346334_811006EB0,0,1,2,2,2,1.0,0.0,4.0,0,33.98,16.99,0.0278,0.47,data\ibm_graphs\IBM_NEG_0353.graphml
IBM_NEG_0354,B16_8054010D0,0,46,149,8,2,0.25,0.072,6.4783,23,250989295.75,26516115.0,2.0694,3485962.44,data\ibm_graphs\IBM_NEG_0354.graphml
IBM_NEG_0355,B29089_80DE54330,0,1,4,4,4,1.0,0.0,8.0,0,13489.82,6734.23,0.0556,187.36,data\ibm_graphs\IBM_NEG_0355.graphml
IBM_NEG_0356,B21940_8082F2990,1,21532,91229,8,6,0.75,0.0002,8.4738,8508,85618749457.51,6864834129.45,1267.0694,1189149298.02,data\ibm_graphs\IBM_NEG_0356.graphml
IBM_NEG_0357,B12_80BBC4A10,0,3,20,6,2,0.3333,3.3333,13.3333,0,3720861.54,659522.38,0.2778,51678.63,data\ibm_graphs\IBM_NEG_0357.graphml
IBM_NEG_0358,B317528_8065BA610,0,1,2,2,2,1.0,0.0,4.0,0,882694.28,441347.14,0.0278,12259.64,data\ibm_graphs\IBM_NEG_0358.graphml
IBM_NEG_0359,B1420_811E14980,0,32,116,10,2,0.2,0.1169,7.25,17,31199707.39,11288915.4,1.6111,433329.27,data\ibm_graphs\IBM_NEG_0359.graphml
IBM_NEG_0360,B320249_80DEF29B0,0,1,2,2,2,1.0,0.0,4.0,0,16545.12,8272.56,0.0278,229.79,data\ibm_graphs\IBM_NEG_0360.graphml
IBM_NEG_0361,B10_80344B9B0,0,20,77,6,16,2.6667,0.2026,7.7,8,6122931.54,2275831.64,1.0694,85040.72,data\ibm_graphs\IBM_NEG_0361.graphml
IBM_NEG_0362,B326404_8114BBDE0,0,2,6,0,2,2.0,3.0,6.0,0,10781.1,4550.71,0.0833,149.74,data\ibm_graphs\IBM_NEG_0362.graphml
IBM_NEG_0363,B1674_809B0C970,0,27,90,6,6,1.0,0.1282,6.6667,15,1960447.93,318734.77,1.25,27228.44,data\ibm_graphs\IBM_NEG_0363.graphml
IBM_NEG_0364,B14387_812FB8DA0,0,9,21,4,2,0.5,0.2917,4.6667,3,410262.58,108400.86,0.2917,5698.09,data\ibm_graphs\IBM_NEG_0364.graphml
IBM_NEG_0365,B18067_80467E970,1,1080,2229,14,6,0.4286,0.0019,4.1278,1060,3552231223.09,679797968.71,30.9583,49336544.77,data\ibm_graphs\IBM_NEG_0365.graphml
IBM_NEG_0366,B119880_80798CDD0,0,13,50,2,4,2.0,0.3205,7.6923,0,1821573.21,322073.24,0.6944,25299.63,data\ibm_graphs\IBM_NEG_0366.graphml
IBM_NEG_0367,B116425_80615A1B0,0,39,98,6,4,0.6667,0.0661,5.0256,25,2799345956.78,910900713.56,1.3611,38879804.96,data\ibm_graphs\IBM_NEG_0367.graphml
IBM_NEG_0368,B18180_813BB3170,0,2,4,4,2,0.5,2.0,4.0,0,11455.22,5713.3,0.0556,159.1,data\ibm_graphs\IBM_NEG_0368.graphml
IBM_NEG_0369,B218438_8108622B0,0,4,18,10,2,0.2,1.5,9.0,0,5226038.76,1541308.26,0.25,72583.87,data\ibm_graphs\IBM_NEG_0369.graphml
IBM_NEG_0370,B13157_8054CFEA0,0,1,4,4,4,1.0,0.0,8.0,0,7425431.58,3711761.55,0.0556,103130.99,data\ibm_graphs\IBM_NEG_0370.graphml
IBM_NEG_0371,B24482_804393980,0,1,4,4,4,1.0,0.0,8.0,0,10175.72,5075.7,0.0556,141.33,data\ibm_graphs\IBM_NEG_0371.graphml
IBM_NEG_0372,B354506_814052F01,0,1,2,2,2,1.0,0.0,4.0,0,1.29,0.65,0.0278,0.02,data\ibm_graphs\IBM_NEG_0372.graphml
IBM_NEG_0373,B34272_8068DC110,0,1,2,2,2,1.0,0.0,4.0,0,48368.9,24184.45,0.0278,671.79,data\ibm_graphs\IBM_NEG_0373.graphml
IBM_NEG_0374,B118_80DD93A20,1,1233,2614,12,12,1.0,0.0017,4.2401,1210,1368704060.4,596086808.63,36.3056,19009778.62,data\ibm_graphs\IBM_NEG_0374.graphml
IBM_NEG_0375,B4_8071AFD60,0,26,85,8,4,0.5,0.1308,6.5385,15,497585171.75,122074553.78,1.1806,6910905.16,data\ibm_graphs\IBM_NEG_0375.graphml
IBM_NEG_0376,B33873_8016B90B0,0,1,2,2,2,1.0,0.0,4.0,0,11600.16,5800.08,0.0278,161.11,data\ibm_graphs\IBM_NEG_0376.graphml
IBM_NEG_0377,B212_8083945B0,0,26,114,4,6,1.5,0.1754,8.7692,1,871022.5,328577.0,1.5833,12097.53,data\ibm_graphs\IBM_NEG_0377.graphml
IBM_NEG_0378,B1292_8003305E0,0,1,2,2,2,1.0,0.0,4.0,0,33.28,16.64,0.0278,0.46,data\ibm_graphs\IBM_NEG_0378.graphml
IBM_NEG_0379,B40653_80F535400,0,8,27,6,6,1.0,0.4821,6.75,2,7311934.45,3751007.32,0.375,101554.65,data\ibm_graphs\IBM_NEG_0379.graphml
IBM_NEG_0380,B251369_8131DB380,0,1,4,4,4,1.0,0.0,8.0,0,54226.14,27103.36,0.0556,753.14,data\ibm_graphs\IBM_NEG_0380.graphml
IBM_NEG_0381,B328222_80BD36F00,0,1,2,2,2,1.0,0.0,4.0,0,12305.8,6152.9,0.0278,170.91,data\ibm_graphs\IBM_NEG_0381.graphml
IBM_NEG_0382,B122055_809900320,0,1,2,2,2,1.0,0.0,4.0,0,48.84,24.42,0.0278,0.68,data\ibm_graphs\IBM_NEG_0382.graphml
IBM_NEG_0383,B19329_8085AA8C0,0,2,4,2,4,2.0,2.0,4.0,1,9489.06,4493.12,0.0556,131.79,data\ibm_graphs\IBM_NEG_0383.graphml
IBM_NEG_0384,B214322_807939360,0,1,2,2,2,1.0,0.0,4.0,0,18795.36,9397.68,0.0278,261.05,data\ibm_graphs\IBM_NEG_0384.graphml
IBM_NEG_0385,B32059_813EE39D0,0,1,2,2,2,1.0,0.0,4.0,0,20.76,10.38,0.0278,0.29,data\ibm_graphs\IBM_NEG_0385.graphml
IBM_NEG_0386,B34183_80E77E4B0,0,1,2,2,2,1.0,0.0,4.0,0,40.76,20.38,0.0278,0.57,data\ibm_graphs\IBM_NEG_0386.graphml
IBM_NEG_0387,B23_800528E10,0,1,2,2,2,1.0,0.0,4.0,0,3120.1,1560.05,0.0278,43.33,data\ibm_graphs\IBM_NEG_0387.graphml
IBM_NEG_0388,B32438_801E610F0,0,1,2,2,2,1.0,0.0,4.0,0,12757.12,6378.56,0.0278,177.18,data\ibm_graphs\IBM_NEG_0388.graphml
IBM_NEG_0389,B27288_80DD507A0,1,5846,12010,10,4,0.4,0.0004,4.1088,5835,7276744325.39,825807854.75,166.8056,101065893.41,data\ibm_graphs\IBM_NEG_0389.graphml
IBM_NEG_0390,B18549_80DE94DB0,1,9608,20026,2,2,1.0,0.0002,4.1686,9591,12655129480.97,1615849280.83,278.1389,175765687.24,data\ibm_graphs\IBM_NEG_0390.graphml
IBM_NEG_0391,B214_80927DC10,0,17,85,10,14,1.4,0.3125,10.0,4,2089526.81,338157.85,1.1806,29021.21,data\ibm_graphs\IBM_NEG_0391.graphml
IBM_NEG_0392,B114590_8057A1EA0,0,1,2,2,2,1.0,0.0,4.0,0,22354.14,11177.07,0.0278,310.47,data\ibm_graphs\IBM_NEG_0392.graphml
IBM_NEG_0393,B111491_804836BB0,0,1,4,4,4,1.0,0.0,8.0,0,5563.76,2760.83,0.0556,77.27,data\ibm_graphs\IBM_NEG_0393.graphml
IBM_NEG_0394,B13327_8086BF820,1,21539,91248,10,2,0.2,0.0002,8.4728,8514,85618736675.63,6864834129.45,1267.3333,1189149120.49,data\ibm_graphs\IBM_NEG_0394.graphml
IBM_NEG_0395,B230744_81205C330,1,968,1996,8,4,0.5,0.0021,4.124,963,1283461925.13,434419119.83,27.7222,17825860.07,data\ibm_graphs\IBM_NEG_0395.graphml
IBM_NEG_0396,B10_811778430,0,1,4,4,4,1.0,0.0,8.0,0,212.48,96.3,0.0556,2.95,data\ibm_graphs\IBM_NEG_0396.graphml
IBM_NEG_0397,B11056_8010430F0,0,13,54,14,4,0.2857,0.3462,8.3077,5,2272279.77,565147.36,0.75,31559.44,data\ibm_graphs\IBM_NEG_0397.graphml
IBM_NEG_0398,B310497_80C3B0980,0,2,4,0,2,2.0,2.0,4.0,0,1410171.62,705078.53,0.0556,19585.72,data\ibm_graphs\IBM_NEG_0398.graphml
IBM_NEG_0399,B217_80FD33210,0,2,4,4,2,0.5,2.0,4.0,0,388528.54,185250.76,0.0556,5396.23,data\ibm_graphs\IBM_NEG_0399.graphml
IBM_NEG_0400,B39820_8039C8AE0,0,8,21,0,2,2.0,0.375,5.25,4,4016525855.32,2829835586.78,0.2917,55785081.32,data\ibm_graphs\IBM_NEG_0400.graphml
IBM_NEG_0401,B28_80A27BA90,0,12,47,6,2,0.3333,0.3561,7.8333,4,1843043.53,669774.81,0.6528,25597.83,data\ibm_graphs\IBM_NEG_0401.graphml
IBM_NEG_0402,B2467_81255CE20,0,1,2,2,2,1.0,0.0,4.0,0,21.72,10.86,0.0278,0.3,data\ibm_graphs\IBM_NEG_0402.graphml
