complaint_id,account_number,ifsc,account_holder_name,complaint_date,complaint_type,reported_amount,state,district,ground_truth_entity_id
C000634,446694606719,ICIC0004321,Diya Patil,2026-06-10,Online Banking Fraud,1000.0,Gujarat,Surat,ENT_000502
C000635,364684869097,ICIC0002468,Deepak Kumar,2026-07-15,Online Banking Fraud,491340.99,Punjab,Ludhiana,ENT_000137
C000636,277660601409,PUNB0001357,Anita Chatterjee,2026-04-20,Investment Fraud,7500.0,Gujarat,Bhavnagar,ENT_000017
C000637,347278876628,IDIB0003344,Nikhil Yadav,2026-04-28,Identity Theft,1500.0,West Bengal,Kolkata,ENT_000337
C000638,682214113345,HDFC0005678,Manish Ghosh,2026-02-21,UPI Fraud,126928.93,Karnataka,Mysuru,ENT_000614
C000639,346998225159,HDFC0001234,Navya Rao,2026-02-02,Online Banking Fraud,85718.69,Gujarat,Jamnagar,ENT_000471
C000640,189540907419,BARB0003579,Arjun Patel,2026-02-09,Online Banking Fraud,100000.0,Gujarat,Bhavnagar,ENT_000651
C000641,665883171878,HDFC0001234,Meena Ali,2026-02-11,Online Banking Fraud,15000.0,Uttar Pradesh,Varanasi,ENT_000350
C000642,166814103555,BARB0002345,Sweta Yadav,2026-03-14,UPI Fraud,411143.48,Rajasthan,Ajmer,ENT_000330
C000643,587938676045,AXIS0007890,Neha S Chatterjee,2026-02-08,Shopping Fraud,257936.03,Bihar,Muzaffarpur,ENT_000349
C000644,586655303096,PUNB0001357,Neha Shah,2026-03-25,Payment Fraud,396319.25,Madhya Pradesh,Bhopal,ENT_000674
C000645,655999474067,BARB0006789,Pankaj Shah,2026-01-29,Payment Fraud,30000.0,Karnataka,Mangaluru,ENT_000322
C000646,699910770735,HDFC0004321,Ishan Ahmed,2026-08-22,Payment Fraud,284687.24,Karnataka,Mangaluru,ENT_000268
C000647,409713913259,UBIN0005566,Ashok Pawar,2026-02-16,Identity Theft,426199.44,Delhi,New Delhi,ENT_000351
C000648,718187630594,UBIN0007788,Neha Rao,2026-08-05,Investment Fraud,326206.93,Andhra Pradesh,Guntur,ENT_000545
C000649,856804495442,UBIN0007788,Ashok Mehta,2026-04-25,Phishing,20000.0,Karnataka,Kalaburagi,ENT_000538
C000650,496260389877,KKBK0003210,Karan Deshmukh,2026-02-01,Identity Theft,164939.66,Gujarat,Surat,ENT_000626
C000651,762809324231,ICIC0002468,Vihaan Patel,2026-05-04,UPI Fraud,15000.0,Andhra Pradesh,Visakhapatnam,ENT_000216
C000652,139742680014,IDIB0001122,Anika Dutta,2026-06-28,Payment Fraud,344760.67,Gujarat,Ahmedabad,ENT_000443
C000653,235448546713,AXIS0006543,Deepa Srivastava,2026-04-01,Shopping Fraud,400056.4,Maharashtra,Nagpur,ENT_000287
C000654,231717138423,AXIS0006543,Suresh Nair,2026-08-20,Phishing,298754.65,Uttar Pradesh,Kanpur,ENT_000570
C000655,192755074844,CNRB0006677,reyansh reddy,2026-01-31,Payment Fraud,15000.0,Uttar Pradesh,Kanpur,ENT_000346
C000656,353543257595,PUNB0009876,Rahul Bose ,2026-07-22,Shopping Fraud,200000.0,West Bengal,North 24 Parganas,ENT_000207
C000657,254608246768,KKBK0003210,Karan Patel,2026-02-09,Phishing,100000.0,Bihar,Patna,ENT_000028
C000658,944741523484,KKBK0001928,Vihaan Paul,2026-01-31,Identity Theft,69096.04,Uttar Pradesh,Agra,ENT_000695
C000659,262239677678,IDIB0003344,Aarav Sen,2026-03-06,Online Banking Fraud,345452.13,Tamil Nadu,Tirunelveli,ENT_000308
C000660,188080452706,CNRB0004455,Pari Kumar,2026-06-05,Payment Fraud,40000.0,Delhi,West Delhi,ENT_000072
C000661,931850734401,BARB0006789,Shaurya Pawar,2026-06-18,Online Banking Fraud,40000.0,Haryana,Ambala,ENT_000577
C000662,626972684219,BARB0003579,Pari Rao,2026-03-05,Phishing,111592.1,Madhya Pradesh,Indore,ENT_000439
C000663,146311066182,PUNB0001357,Ishita Ali,2026-06-05,Investment Fraud,2000.0,Andhra Pradesh,Vijayawada,ENT_000166
C000664,601908189135,SBIN0009101,Ira Das,2026-01-09,Identity Theft,140661.78,Telangana,Warangal,ENT_000208
C000665,512060416063,HDFC0001234,Ira Kulkarni,2026-07-30,Identity Theft,204900.77,Gujarat,Surat,ENT_000289
C000666,859659881269,BARB0003579,Vihaan Tiwari,2026-07-23,Identity Theft,500000.0,Uttar Pradesh,Agra,ENT_000523
C000667,173899557866,HDFC0001234,Arjun Ahmed,2026-05-18,Investment Fraud,20106.19,Delhi,West Delhi,ENT_000600
C000668,965467382366,KKBK0003210,Roshni M Verma,2026-05-10,Phishing,2000.0,Rajasthan,Jaipur,ENT_000433
C000669,678187556104,ICIC0002468,Anita Sen,2026-04-06,Investment Fraud,151663.04,Gujarat,Surat,ENT_000648
C000670,447300118003,BARB0002345,Nikhil Mishra,2026-04-02,Shopping Fraud,200000.0,Gujarat,Rajkot,ENT_000360
C000671,895651263417,CNRB0004455,Ananya Jain,2026-06-18,Payment Fraud,25000.0,West Bengal,Darjeeling,ENT_000390
C000672,778759018230,SBIN0009101,Riya Dubey,2026-01-23,UPI Fraud,334676.45,Maharashtra,Aurangabad,ENT_000257
C000673,164058325585,KKBK0001928,Kunal Khan,2026-07-16,Investment Fraud,5000.0,Tamil Nadu,Tirunelveli,ENT_000613
C000674,426029368922,PUNB0005432,Alok Menon,2026-04-25,Phishing,100000.0,Karnataka,Mangaluru,ENT_000280
C000675,272056016376,AXIS0006543,Alok Kulkarni,2026-02-01,Shopping Fraud,192706.55,Punjab,Ludhiana,ENT_000494
C000676,813181846360,KKBK0001928,Vivaan Patel,2026-07-29,UPI Fraud,211445.81,Madhya Pradesh,Gwalior,ENT_000062
C000677,223005401501,SBIN0001234,Rohit Ghosh,2026-05-20,UPI Fraud,180084.98,Uttar Pradesh,Ghaziabad,ENT_000001
C000678,578737987515,IDIB0005566,Neha Mehta,2026-08-05,UPI Fraud,40000.0,Karnataka,Mangaluru,ENT_000172
C000679,848122047461,BARB0002345,Swati Patel,2026-02-27,Online Banking Fraud,308662.57,Gujarat,Surat,ENT_000669
C000680,518597220210,ICIC0002468,Sweta Mukherjee,2026-08-09,Online Banking Fraud,106869.93,Andhra Pradesh,Tirupati,ENT_000020
C000681,903881442358,IDIB0003344,Anita Nair,2026-03-20,Phishing,162299.96,Tamil Nadu,Chennai,ENT_000636
C000682,867321912243,UBIN0005566,Gaurav Rao,2026-05-16,Identity Theft,49133.48,Andhra Pradesh,Guntur,ENT_000392
C000683,251282538206,UBIN0009900,Pranav Srivastava,2026-06-02,Identity Theft,55130.03,Haryana,Karnal,ENT_000002
C000684,240728187316,HDFC0005678,Ajay Yadav,2026-02-04,Shopping Fraud,459424.97,Haryana,Gurugram,ENT_000043
C000685,305023162379,KKBK0007890,Shreya Kapoor,2026-03-22,Phishing,355361.53,Telangana,Warangal,ENT_000463
C000686,709697887681,ICIC0002468,Dhruv Dubey,2026-06-25,Identity Theft,290024.41,Andhra Pradesh,Visakhapatnam,ENT_000484
C000687,651613895273,CNRB0008899,Aayan  Joshi,2026-07-01,Payment Fraud,130572.8,West Bengal,Kolkata,ENT_000480
C000688,819007192634,CNRB0008899,Ajay Kulkarni,2026-05-21,Investment Fraud,40000.0,Kerala,Thiruvananthapuram,ENT_000551
C000689,277660601409,PUNB0001357,Anita Chatterjee,2026-03-20,Online Banking Fraud,429032.09,Gujarat,Jamnagar,ENT_000017
C000690,480237414389,AXIS0007890,Roshni Jain,2026-06-30,Identity Theft,142223.91,Haryana,Gurugram,ENT_000184
C000691,290008774121,KKBK0001928,Ishan Nair,2026-04-08,Phishing,21595.34,West Bengal,Hooghly,ENT_000205
C000692,213604131741,IDIB0003344,Geeta Dey,2026-02-23,Payment Fraud,50000.0,Gujarat,Rajkot,ENT_000383
C000693,666918371818,AXIS0006543,Karan Roy,2026-04-14,Shopping Fraud,406231.69,Gujarat,Rajkot,ENT_000503
C000694,970967089400,BARB0003579,Navya Ali,2026-04-15,Payment Fraud,500.0,Tamil Nadu,Tirunelveli,ENT_000209
C000695,207267163908,AXIS0003456,Deepa Jain,2026-06-08,Shopping Fraud,500000.0,Haryana,Gurugram,ENT_000513
C000696,497363671483,BARB0006789,Karan Dubey,2026-06-27,Online Banking Fraud,154060.45,West Bengal,Hooghly,ENT_000228
C000697,886883662637,PUNB0005432,Angel Srivastava,2026-01-04,Identity Theft,500.0,West Bengal,Kolkata,ENT_000086
C000698,218910883301,KKBK0007890,Deepak Kumar ,2026-01-25,Shopping Fraud,7500.0,Haryana,Karnal,ENT_000318
C000699,133774683071,SBIN0009101,Sai Tripathi,2026-03-01,Investment Fraud,195340.21,Madhya Pradesh,Ujjain,ENT_000488
C000700,847823556587,ICIC0004321,Ashok Patel,2026-06-30,Payment Fraud,215317.12,Tamil Nadu,Tirunelveli,ENT_000582
C000701,237664005555,UBIN0009900,Alok Pawar,2026-06-27,Identity Theft,40000.0,Madhya Pradesh,Gwalior,ENT_000312
C000702,567199758169,ICIC0008765,Aadhya Bose,2026-04-16,Payment Fraud,44316.91,Tamil Nadu,Tiruchirappalli,ENT_000129
C000703,491821870860,KKBK0001928,Swati Ali,2026-03-21,Identity Theft,383363.5,Karnataka,Mangaluru,ENT_000668
C000704,497944539920,UBIN0007788,Riya Singh,2026-03-16,Shopping Fraud,193568.35,Karnataka,Bengaluru Urban,ENT_000569
C000705,961009905968,ICIC0002468,Geeta Choudhury,2026-03-14,UPI Fraud,249120.66,Kerala,Thiruvananthapuram,ENT_000253
C000706,345790651066,SBIN0001234,Anika Malhotra,2026-06-12,Shopping Fraud,5292.61,Rajasthan,Udaipur,ENT_000104
C000707,369646526717,PUNB0005432,Swati Sen,2026-04-14,Investment Fraud,106002.43,Madhya Pradesh,Jabalpur,ENT_000692
C000708,657928656291,ICIC0004321,Ishita Reddy,2026-08-18,UPI Fraud,127041.2,Bihar,Gaya,ENT_000580
C000709,897070599637,BARB0002345,Vivaan Das,2026-06-19,Shopping Fraud,180429.46,Andhra Pradesh,Guntur,ENT_000568
C000710,521919454119,SBIN0009101,Deepa Mukherjee,2026-04-02,Phishing,1500.0,Delhi,North Delhi,ENT_000417
C000711,870278886192,SBIN0009101,Meera Singh,2026-07-24,Payment Fraud,461184.9,Andhra Pradesh,Vijayawada,ENT_000588
C000712,928612436713,CNRB0004455, Riya Nair,2026-01-15,Identity Theft,399635.85,Uttar Pradesh,Lucknow,ENT_000063
C000713,537205922440,SBIN0009101,Deepa Malhotra,2026-02-14,UPI Fraud,1000.0,Rajasthan,Udaipur,ENT_000649
C000714,921428173109,SBIN0001234,Anita Kumar,2026-02-05,Shopping Fraud,43495.95,Madhya Pradesh,Jabalpur,ENT_000435
C000715,274493552068,IDIB0003344,Nikhil Tiwari,2026-05-07,Investment Fraud,208107.4,Rajasthan,Ajmer,ENT_000030
C000716,889679065378,PUNB0005432,Meena Malhotra,2026-02-23,Investment Fraud,20000.0,Rajasthan,Ajmer,ENT_000496
C000717,635661484746,HDFC0005678,Anika Dutta,2026-02-05,Shopping Fraud,40000.0,Haryana,Gurugram,ENT_000068
C000718,521919454119,SBIN0009101,Deepa Mukherjee,2026-06-28,Online Banking Fraud,337175.18,Rajasthan,Bikaner,ENT_000417
C000719,926552435289,ICIC0002468,Sunita Roy,2026-04-30,Identity Theft,33765.6,Tamil Nadu,Chennai,ENT_000567
C000720,943577941619,AXIS0007890,Ishan Rao,2026-05-04,Payment Fraud,1500.0,Haryana,Panipat,ENT_000476
C000721,900650578998,HDFC0001234,Ramesh Ali,2026-07-12,Payment Fraud,498317.23,Tamil Nadu,Coimbatore,ENT_000326
C000722,928612436713,CNRB0004455,Riya Nair,2026-01-19,Online Banking Fraud,2000.0,West Bengal,South 24 Parganas,ENT_000063
C000723,983075619976,PUNB0001357,Sara Dubey,2026-02-10,Payment Fraud,426009.64,Maharashtra,Aurangabad,ENT_000276
C000724,579255341440,BARB0003579,"Patel, Ashok",2026-05-31,UPI Fraud,187665.14,Tamil Nadu,Tiruchirappalli,ENT_000220
C000725,871677274007,IDIB0005566,Kavya Patel,2026-01-24,Investment Fraud,451041.39,Bihar,Patna,ENT_000395
C000726,757475491416,SBIN0005678,Pankaj Biswas,2026-04-19,Identity Theft,56305.24,West Bengal,Kolkata,ENT_000215
C000727,995392845738,SBIN0001234,Deepa Jain,2026-06-17,Investment Fraud,416122.81,Haryana,Faridabad,ENT_000521
C000728,337257122934,BARB0002345,Anita Singh,2026-02-02,Investment Fraud,200000.0,Bihar,Patna,ENT_000505
C000729,690328426008,KKBK0007890,Meena Jain,2026-04-22,Identity Theft,171695.05,Rajasthan,Udaipur,ENT_000243
C000730,841301841479,UBIN0007788,Reyansh Ghosh,2026-02-18,Phishing,442256.59,Uttar Pradesh,Lucknow,ENT_000601
C000731,427385361962,CNRB0004455,Ritvik Deshmukh,2026-02-15,Shopping Fraud,210081.05,Punjab,Amritsar,ENT_000612
C000732,728090887216,AXIS0003456,Ira Khan,2026-05-10,Online Banking Fraud,1000.0,Maharashtra,Nashik,ENT_000246
C000733,601908189135,SBIN0009101,Ira Das,2026-08-08,Online Banking Fraud,339008.78,Bihar,Gaya,ENT_000208
C000734,623060957599,IDIB0003344,Kunal Banerjee,2026-01-12,UPI Fraud,418432.74,Andhra Pradesh,Visakhapatnam,ENT_000054
C000735,903526763113,KKBK0007890,Krishna Gaikwad,2026-02-14,Identity Theft,33969.45,Telangana,Rangareddy,ENT_000042
C000736,878453131767,AXIS0006543,Deepak Pawar,2026-01-11,Payment Fraud,5000.0,Andhra Pradesh,Tirupati,ENT_000385
C000737,364927045739,KKBK0007890,Ritvik Mukherjee,2026-04-13,Investment Fraud,136280.63,West Bengal,Kolkata,ENT_000265
C000738,833896555423,IDIB0001122,Nikhil Paul,2026-03-24,Payment Fraud,2000.0,Haryana,Faridabad,ENT_000332
C000739,337322386179,IDIB0005566,Ananya Yadav,2026-03-08,Online Banking Fraud,53679.25,Uttar Pradesh,Lucknow,ENT_000423
C000740,254608246768,KKBK0003210,Karan Patel,2026-04-08,UPI Fraud,495976.79,Bihar,Muzaffarpur,ENT_000028
C000741,175051409106,SBIN0009101,Shaurya Patel,2026-08-24,Payment Fraud,1000.0,Haryana,Karnal,ENT_000328
C000742,106937867936,CNRB0006677,Shaurya Verma,2026-06-06,Identity Theft,5000.0,Delhi,North Delhi,ENT_000422
C000743,696016368562,IDIB0005566,Kavya Gupta,2026-08-21,Shopping Fraud,500000.0,Bihar,Gaya,ENT_000400
C000744,173895795270,IDIB0005566,Roshni Chatterjee,2026-07-26,UPI Fraud,13123.43,Haryana,Ambala,ENT_000306
C000745,299380463457,ICIC0002468,Sanjay Ghosh,2026-01-25,UPI Fraud,1500.0,Karnataka,Kalaburagi,ENT_000060
C000746,708941592508,BARB0003579,Pari Rao,2026-06-13,Investment Fraud,138553.59,Andhra Pradesh,Visakhapatnam,ENT_000479
C000747,254608246768,KKBK0003210,Karan Patel,2026-06-08,UPI Fraud,475945.05,Telangana,Nizamabad,ENT_000028
C000748,354482841033,HDFC0001234,Anika Mehta,2026-05-14,Investment Fraud,6675.72,Punjab,Jalandhar,ENT_000186
C000749,426457316675,BARB0002345,Pranav Jain,2026-07-31,Shopping Fraud,150885.62,Telangana,Rangareddy,ENT_000557
C000750,117806602466,ICIC0002468,Roshni Pandey,2026-04-01,Online Banking Fraud,248450.26,Kerala,Kollam,ENT_000630
C000751,585655080082,IDIB0003344,Roshni Shah,2026-02-27,Payment Fraud,5138.83,West Bengal,Darjeeling,ENT_000061
C000752,597707816158,ICIC0008765,Sanjay Mishra,2026-04-05,Investment Fraud,75000.0,Uttar Pradesh,Varanasi,ENT_000174
C000753,944741523484,KKBK0001928,Vihaan Paul,2026-01-19,Identity Theft,100000.0,West Bengal,Kolkata,ENT_000695
C000754,448013415558,CNRB0008899,Advik Dey,2026-06-17,UPI Fraud,43877.98,Telangana,Warangal,ENT_000418
C000755,342682139286,BARB0006789,Sai Paul,2026-08-22,Identity Theft,323992.38,Punjab,Amritsar,ENT_000315
C000756,362647482251,HDFC0005678,Ajay Saxena,2026-03-31,Phishing,360346.59,Madhya Pradesh,Bhopal,ENT_000158
C000757,850853317874,ICIC0008765,Arjun Mishra,2026-02-16,Shopping Fraud,5000.0,Delhi,Central Delhi,ENT_000527
C000758,574056332778,HDFC0005678,Priya Pawar,2026-08-06,Shopping Fraud,5331.33,Karnataka,Bengaluru Urban,ENT_000262
C000759,666918371818,AXIS0006543,Karan Roy,2026-05-19,Phishing,270494.23,Rajasthan,Udaipur,ENT_000503
C000760,970967089400,BARB0003579,NAVYA ALI,2026-07-11,Investment Fraud,50000.0,Delhi,South Delhi,ENT_000209
C000761,226307668955,HDFC0005678,Sai Gupta,2026-04-28,Identity Theft,252346.69,Bihar,Bhagalpur,ENT_000293
C000762,369946052512,IDIB0005566,Atharv Sen,2026-08-18,Identity Theft,200000.0,Gujarat,Rajkot,ENT_000173
C000763,830136378095,KKBK0007890,Kavya Kapoor,2026-04-16,Payment Fraud,25000.0,Andhra Pradesh,Guntur,ENT_000533
C000764,142400633488,CNRB0004455,Ajay Mukherjee,2026-05-07,Shopping Fraud,366365.44,Telangana,Karimnagar,ENT_000102
C000765,775057307204,BARB0002345,Vikram Malhotra,2026-04-02,Investment Fraud,338753.1,Madhya Pradesh,Indore,ENT_000118
C000766,143497047298,PUNB0009876,Kavita Gupta,2026-08-08,Shopping Fraud,1000.0,Maharashtra,Mumbai,ENT_000094
C000767,186651263082,BARB0006789,Swati Choudhury,2026-08-13,Identity Theft,25000.0,Kerala,Kozhikode,ENT_000264
C000768,867321912243,UBIN0005566,Gaurav Rao,2026-01-28,UPI Fraud,150000.0,Uttar Pradesh,Varanasi,ENT_000392
C000769,471144503217,IDIB0005566,Sunil Malhotra,2026-08-15,Online Banking Fraud,165867.74,Telangana,Warangal,ENT_000325
C000770,999342668835,PUNB0001357,Ritvik Dutta,2026-04-13,Payment Fraud,367265.84,Karnataka,Belagavi,ENT_000541
C000771,605272201394,HDFC0005678,Sneha Rao,2026-05-11,Investment Fraud,69364.72,Madhya Pradesh,Indore,ENT_000025
C000772,950881068534,PUNB0009876,Riya Roy,2026-07-28,Shopping Fraud,347248.83,Tamil Nadu,Salem,ENT_000425
C000773,334774804042,BARB0003579,Aditya Singh,2026-06-28,Payment Fraud,397342.14,Uttar Pradesh,Prayagraj,ENT_000304
C000774,980143211604,KKBK0003210,Neha Patel,2026-02-16,Payment Fraud,250000.0,Tamil Nadu,Tiruchirappalli,ENT_000448
C000775,587938676045,AXIS0007890,Neha Chatterjee,2026-07-11,Identity Theft,172253.9,Tamil Nadu,Coimbatore,ENT_000349
C000776,333279765207,BARB0003579,Karan Malhotra,2026-03-03,Phishing,30000.0,Telangana,Hyderabad,ENT_000024
C000777,123611025550,SBIN0009101,Gaurav Shinde,2026-01-16,Phishing,350813.41,Bihar,Patna,ENT_000504
C000778,950881068534,PUNB0009876,Riya Roy,2026-04-29,Identity Theft,457478.62,West Bengal,Darjeeling,ENT_000425
C000779,949102978448,PUNB0009876,A Mishra,2026-06-04,Identity Theft,369023.87,Madhya Pradesh,Gwalior,ENT_000165
C000780,215681909956,UBIN0007788,Shreya Joshi,2026-01-23,UPI Fraud,30000.0,Kerala,Thrissur,ENT_000412
C000781,204934110625,UBIN0009900,Deepa Rao,2026-04-08,Shopping Fraud,193245.03,Andhra Pradesh,Guntur,ENT_000329
C000782,920842622752,IDIB0001122,Vijay Ghosh,2026-06-06,Identity Theft,297687.01,Andhra Pradesh,Guntur,ENT_000622
C000783,258169176459,SBIN0009101,Dr. Aayan Nair,2026-08-16,Shopping Fraud,202550.6,Haryana,Karnal,ENT_000211
C000784,655184583398,KKBK0007890,Pooja Singh,2026-03-30,Payment Fraud,411342.18,West Bengal,South 24 Parganas,ENT_000087
C000785,181850729653,UBIN0005566,Siddharth Bhatia,2026-04-26,Identity Theft,30000.0,Andhra Pradesh,Visakhapatnam,ENT_000455
C000786,239710314903,UBIN0009900,Sara Sharma,2026-01-17,Online Banking Fraud,492821.01,Bihar,Gaya,ENT_000594
C000787,472210151899,CNRB0006677,Dhruv Tiwari,2026-07-11,Online Banking Fraud,294567.78,Gujarat,Jamnagar,ENT_000401
C000788,257721695267,AXIS0007890,Ananya Kumar,2026-04-18,Shopping Fraud,256036.6,Kerala,Kochi,ENT_000252
C000789,258169176459,SBIN0009101,Aayan Nair,2026-07-26,Phishing,354829.41,Tamil Nadu,Salem,ENT_000211
C000790,652035807486,CNRB0008899,Neha Nair,2026-01-24,Shopping Fraud,309723.54,Maharashtra,Solapur,ENT_000282
C000791,697493414595,ICIC0008765,Ananya Sen,2026-03-03,Payment Fraud,100000.0,West Bengal,North 24 Parganas,ENT_000210
C000792,870310160681,AXIS0006543,Neha Roy,2026-04-10,Payment Fraud,25000.0,Karnataka,Bengaluru Urban,ENT_000185
C000793,718187630594,UBIN0007788,Neha Rao,2026-04-17,Shopping Fraud,10000.0,Haryana,Ambala,ENT_000545
C000794,195058393769,HDFC0004321,Pankaj Ahmed,2026-04-13,Payment Fraud,310626.98,Rajasthan,Kota,ENT_000675
C000795,584228819436,CNRB0006677,M. Jain,2026-08-05,Investment Fraud,20000.0,Uttar Pradesh,Agra,ENT_000446
C000796,518597220210,ICIC0002468,Sweta Mukherjee,2026-06-21,Shopping Fraud,482975.24,Karnataka,Hubballi-Dharwad,ENT_000020
C000797,540273328737,KKBK0003210,Sai Gupta,2026-05-15,Identity Theft,275958.17,Uttar Pradesh,Noida,ENT_000515
C000798,417104722442,SBIN0009101,Choudhury Atharv,2026-01-24,UPI Fraud,486649.26,Kerala,Kochi,ENT_000378
C000799,287436613779,BARB0002345,Ananya Nair,2026-02-10,Identity Theft,27486.79,Gujarat,Surat,ENT_000486
C000800,116633204627,BARB0002345,Rahul Kulkarni,2026-08-18,Phishing,20000.0,Haryana,Panipat,ENT_000194
C000801,488893282253,UBIN0005566,Sneha Choudhury,2026-07-05,UPI Fraud,298083.53,Uttar Pradesh,Lucknow,ENT_000535
C000802,663207412387,AXIS0007890,Sunil Mishra,2026-07-04,UPI Fraud,2500.0,Rajasthan,Bikaner,ENT_000584
C000803,203484341332,UBIN0005566,Pankaj Agarwal,2026-08-08,Online Banking Fraud,837.63,Maharashtra,Mumbai,ENT_000055
C000804,306045573885,KKBK0007890,Karan Bhatia,2026-06-06,Investment Fraud,30000.0,West Bengal,Howrah,ENT_000447
C000805,591269009200,CNRB0004455,Swati Kapoor,2026-07-02,Identity Theft,40000.0,Kerala,Thrissur,ENT_000591
C000806,296871013927,CNRB0008899,Arjun Malhotra,2026-03-24,Identity Theft,45252.53,Tamil Nadu,Tiruchirappalli,ENT_000555
C000807,855671426170,PUNB0005432,Pooja Patil,2026-04-16,UPI Fraud,200000.0,Kerala,Thrissur,ENT_000634
C000808,230342679193,HDFC0004321,ISHITA MALHOTRA,2026-01-10,Investment Fraud,150000.0,Kerala,Kollam,ENT_000593
C000809,796181120841,AXIS0007890,Rohit Gupta,2026-04-06,Online Banking Fraud,436793.3,Tamil Nadu,Coimbatore,ENT_000088
C000810,651613895273,CNRB0008899,Dr. Aayan Joshi,2026-02-08,Online Banking Fraud,150554.12,Uttar Pradesh,Kanpur,ENT_000480
C000811,331762745410,BARB0002345,Ritvik Dey,2026-05-24,Payment Fraud,200000.0,Maharashtra,Nashik,ENT_000660
C000812,734065014236,ICIC0004321,Manish Patil,2026-02-24,Online Banking Fraud,75000.0,West Bengal,North 24 Parganas,ENT_000127
C000813,537317445811,CNRB0008899,Ishan Roy,2026-03-23,Phishing,20000.0,Telangana,Karimnagar,ENT_000661
C000814,704310233911,CNRB0008899,Ajay Gaikwad,2026-06-10,Phishing,445255.84,Tamil Nadu,Chennai,ENT_000575
C000815,164558300421,KKBK0007890,Siddharth Ali,2026-04-25,Online Banking Fraud,37697.26,Delhi,South Delhi,ENT_000317
C000816,722478488545,ICIC0004321,Meera Menon,2026-05-12,Investment Fraud,25000.0,Andhra Pradesh,Visakhapatnam,ENT_000694
C000817,119275187833,SBIN0001234,Ishita Yadav,2026-08-17,Identity Theft,1000.0,Karnataka,Mangaluru,ENT_000643
C000818,639157294166,UBIN0007788,Preeti Roy,2026-06-30,Phishing,145268.68,Telangana,Khammam,ENT_000520
C000819,867996662339,UBIN0005566,Pankaj Menon,2026-06-02,UPI Fraud,375894.33,Uttar Pradesh,Varanasi,ENT_000646
C000820,708941592508,BARB0003579,Rao Pari,2026-07-06,Identity Theft,7500.0,Tamil Nadu,Tirunelveli,ENT_000479
C000821,917103043320,KKBK0001928,Ishita Das,2026-02-17,Investment Fraud,346869.75,Uttar Pradesh,Ghaziabad,ENT_000026
C000822,985899371430,SBIN0005678,Sunil Gaikwad,2026-08-01,UPI Fraud,2000.0,Andhra Pradesh,Visakhapatnam,ENT_000011
C000823,577398461838,HDFC0004321,Shreya Tripathi,2026-01-01,Investment Fraud,500000.0,Maharashtra,Nagpur,ENT_000170
C000824,571182253884,KKBK0001928,Vivaan Joshi,2026-04-27,Payment Fraud,100000.0,Karnataka,Mangaluru,ENT_000091
C000825,719173009122,ICIC0008765,Preeti Kapoor,2026-02-13,UPI Fraud,25000.0,Kerala,Kochi,ENT_000662
C000826,841844861994,AXIS0003456,Sweta Bhatia,2026-07-16,Payment Fraud,358470.71,Telangana,Karimnagar,ENT_000285
C000827,342682139286,BARB0006789,Sai Paul,2026-04-27,Payment Fraud,250000.0,Punjab,Ludhiana,ENT_000315
C000828,490462379884,BARB0006789,Pankaj Sen,2026-01-16,Online Banking Fraud,238531.44,Madhya Pradesh,Indore,ENT_000454
C000829,519275532872,IDIB0003344,Sunita Ahmed,2026-07-03,Phishing,291572.13,Haryana,Ambala,ENT_000687
C000830,670799496139,AXIS0006543,Aryan Ghosh,2026-01-20,Identity Theft,384557.68,Uttar Pradesh,Meerut,ENT_000047
C000831,355868954463,KKBK0001928,Arjun Menon,2026-06-07,Identity Theft,121536.39,Delhi,West Delhi,ENT_000554
C000832,396703133413,AXIS0006543,Nikhil Patil,2026-06-02,Investment Fraud,473516.2,Maharashtra,Nashik,ENT_000348
C000833,734065014236,ICIC0004321,manish patil,2026-08-11,Phishing,5000.0,Telangana,Hyderabad,ENT_000127
C000834,660920055648,UBIN0009900,Kabir Kumar,2026-07-13,Shopping Fraud,9449.1,Maharashtra,Nagpur,ENT_000239
C000835,495215290807,PUNB0009876,Pari Chatterjee,2026-08-12,UPI Fraud,214763.65,Uttar Pradesh,Agra,ENT_000397
C000836,413697123579,CNRB0008899,Ajay Bose,2026-01-04,Identity Theft,459629.12,Delhi,West Delhi,ENT_000420
C000837,937726990452,SBIN0001234,Kunal Rao,2026-08-23,Investment Fraud,323003.28,Haryana,Ambala,ENT_000639
C000838,286318825329,HDFC0005678,Neha Roy,2026-06-03,UPI Fraud,298404.5,Uttar Pradesh,Kanpur,ENT_000681
C000839,795108436649,ICIC0008765,Krishna Dey,2026-06-10,Investment Fraud,268715.29,Gujarat,Surat,ENT_000640
C000840,341976367027,PUNB0005432,Saanvi Kumar,2026-01-15,Payment Fraud,291924.01,Karnataka,Hubballi-Dharwad,ENT_000366
C000841,859707157168,CNRB0006677,Ananya Gaikwad,2026-02-12,Phishing,2000.0,Punjab,Bathinda,ENT_000092
C000842,656532922316,ICIC0004321,Ananya Saxena,2026-06-11,Shopping Fraud,50000.0,Delhi,Central Delhi,ENT_000334
C000843,226750596909,AXIS0003456,Anika Das,2026-05-05,UPI Fraud,219272.88,Andhra Pradesh,Guntur,ENT_000110
C000844,458435204313,PUNB0005432,Swati Sen,2026-01-09,Online Banking Fraud,460558.59,Bihar,Darbhanga,ENT_000153
